AccessTime,LOName,studentID
2017-02-09T07:21:40.722000+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:42.026700+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:42.765000+00:00,Application Area - Emergency Prediction,student011@smartlearning.edu
2017-02-09T07:21:43.912700+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:45.895700+00:00,Limiting Behavior / Performance / Complexity / Scalability,student063@smartlearning.edu
2017-02-09T07:21:49.803300+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:50.795100+00:00,Data Mining: Knowledge Discovery in Databases,student011@smartlearning.edu
2017-02-09T07:21:51.949000+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:52.423700+00:00,Cold Start Problem - New Item / New User Problem,student063@smartlearning.edu
2017-02-09T07:21:55.011800+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:21:55.776400+00:00,Data Mining: Knowledge Discovery in Databases,student011@smartlearning.edu
2017-02-09T07:21:58.145700+00:00,RTV.de,student033@smartlearning.edu
2017-02-09T07:22:00.304800+00:00,Sparsity Problem,student063@smartlearning.edu
2017-02-09T07:22:01.100900+00:00,Recommender Slides,student033@smartlearning.edu
2017-02-09T07:22:06.749800+00:00,Machine+Learning,student033@smartlearning.edu
2017-02-09T07:22:05.430900+00:00,White and Black Sheeps,student063@smartlearning.edu
2017-02-09T07:22:07.935800+00:00,Machine Learning,student033@smartlearning.edu
2017-02-09T07:22:09.078400+00:00,Regression vs. Classification,student033@smartlearning.edu
2017-02-09T07:22:11.801200+00:00,Portfolio Effect,student063@smartlearning.edu
2017-02-09T07:22:32.841300+00:00,Usability,student063@smartlearning.edu
2017-02-09T07:22:19.762600+00:00,Lonely Beach Paradoxon,student063@smartlearning.edu
2017-02-09T07:22:24.453400+00:00,No Explanations Problem,student063@smartlearning.edu
2017-02-09T07:22:39.368700+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:22:42.899700+00:00,Regression vs. Classification,student033@smartlearning.edu
2017-02-09T07:22:43.558200+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:22:44.281700+00:00,Regression vs. Classification,student033@smartlearning.edu
2017-02-09T07:22:45.361900+00:00,Übungsaufgaben zu Technical Issues in Recommendation Engines,student063@smartlearning.edu
2017-02-09T07:22:45.827200+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:22:52.906300+00:00,Übungsaufgabe zu Empfehlungssystem,student063@smartlearning.edu
2017-02-09T07:22:59.160800+00:00,Regression vs. Classification,student033@smartlearning.edu
2017-02-09T07:23:03.794800+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:23:05.420700+00:00,Learning Algorithms,student033@smartlearning.edu
2017-02-09T07:23:06.385000+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:23:06.919000+00:00,Regression vs. Classification,student033@smartlearning.edu
2017-02-09T07:23:09.696600+00:00,Regression vs. Classification 2,student033@smartlearning.edu
2017-02-09T07:23:10.670200+00:00,Learning Algorithms,student033@smartlearning.edu
2017-02-09T07:23:15.548800+00:00,Übungsaufgabe zu Mean Absolute Error,student063@smartlearning.edu
2017-02-09T07:23:23.874000+00:00,Legal+and+Ethical+Issues,student063@smartlearning.edu
2017-02-09T07:23:24.696900+00:00,Recommender Slides,student011@smartlearning.edu
2017-02-09T07:23:25.813800+00:00,Legal and Ethical Issues,student063@smartlearning.edu
2017-02-09T07:23:27.915900+00:00,Legislation,student063@smartlearning.edu
2017-02-09T07:23:34.077700+00:00,Legislation 2,student063@smartlearning.edu
2017-02-09T07:23:38.957100+00:00,Unsupervised - Association Rules,student033@smartlearning.edu
2017-02-09T07:23:45.181300+00:00,Libraries+and+Frameworks,student063@smartlearning.edu
2017-02-09T07:23:46.762100+00:00,Libraries and Frameworks,student063@smartlearning.edu
2017-02-09T07:23:48.694400+00:00,Recommendations State of the Art,student063@smartlearning.edu
2017-02-09T07:23:59.071500+00:00,Recommendations State of the Art 2,student063@smartlearning.edu
2017-02-09T07:24:07.385400+00:00,Recommendations State of the Art - Toolkits and Frameworks,student063@smartlearning.edu
2017-02-09T07:24:08.696000+00:00,Unsupervised - Association Rules,student033@smartlearning.edu
2017-02-09T07:24:11.085300+00:00,"Recommendations State of the Art - Recommendation, Data Mining and Machine Learning Libraries",student063@smartlearning.edu
2017-02-09T07:24:13.889700+00:00,"Recommendations State of the Art - Recommendation, Data Mining and Machine Learning Libraries 2",student063@smartlearning.edu
2017-02-09T07:24:16.788500+00:00,Unsupervised - Clustering,student033@smartlearning.edu
2017-02-09T07:24:19.844300+00:00,Unsupervised - Clustering,student033@smartlearning.edu
2017-02-09T07:24:21.946000+00:00,Science Slam,student063@smartlearning.edu
2017-02-09T07:24:22.809300+00:00,Supervised - Support Vector Machine,student033@smartlearning.edu
2017-02-09T07:24:31.419800+00:00,Supervised - Support Vector Machine,student033@smartlearning.edu
2017-02-09T07:24:39.706700+00:00,Supervised - SVM - Offline Training of behavioural Patterns,student033@smartlearning.edu
2017-02-09T07:25:04.680800+00:00,From+Internet+of+Things+to+Web+of+Things,student063@smartlearning.edu
2017-02-09T07:25:05.647500+00:00,Supervised - SVM - Offline Training of behavioural Patterns,student033@smartlearning.edu
2017-02-09T07:25:06.855000+00:00,From the Internet of Things to the Web of Things,student063@smartlearning.edu
2017-02-09T07:25:08.339900+00:00,A brief history of IoT,student063@smartlearning.edu
2017-02-09T07:25:11.070700+00:00,Gartner Hype Cycle,student063@smartlearning.edu
2017-02-09T07:25:14.379400+00:00,Supervised - Decision Trees,student033@smartlearning.edu
2017-02-09T07:25:15.074900+00:00,Gartner Hype Cycle,student063@smartlearning.edu
2017-02-09T07:25:25.480100+00:00,21 ideas for the 21st century: an internet of things,student063@smartlearning.edu
2017-02-09T07:25:29.950500+00:00,New sensors for your body,student063@smartlearning.edu
2017-02-09T07:25:34.435700+00:00,Smart Home: Remotely monitor and manage your home,student063@smartlearning.edu
2017-02-09T07:25:37.648000+00:00,New smart cita and environment applications,student063@smartlearning.edu
2017-02-09T07:25:40.086400+00:00,Optimize operations and save in resources and costs,student063@smartlearning.edu
2017-02-09T07:25:42.121300+00:00,Supervised - Neural Networks,student033@smartlearning.edu
2017-02-09T07:25:44.219300+00:00,Companies are jumping on board,student063@smartlearning.edu
2017-02-09T07:25:46.938300+00:00,Übungsaufgaben zu Machine Learning,student033@smartlearning.edu
2017-02-09T07:25:48.867200+00:00,"Many new investments, press coverage, product lines",student063@smartlearning.edu
2017-02-09T07:25:51.885300+00:00,But there went something wrong,student063@smartlearning.edu
2017-02-09T07:26:00.277400+00:00,Unsupervised - Association Rules,student033@smartlearning.edu
2017-02-09T07:26:03.534100+00:00,Learning Algorithms,student033@smartlearning.edu
2017-02-09T07:26:07.356200+00:00,The problem with the IoT,student063@smartlearning.edu
2017-02-09T07:26:07.861800+00:00,Übungsaufgaben zu Machine Learning,student033@smartlearning.edu
2017-02-09T07:26:17.090800+00:00,Übungsaufgabe zu Machine Learning,student033@smartlearning.edu
2017-02-09T07:26:25.121100+00:00,Übungsaufgabe zu Machine Learning,student033@smartlearning.edu
2017-02-09T07:26:31.583300+00:00,The Internet of Things today,student063@smartlearning.edu
2017-02-09T07:26:38.376700+00:00,The Internet of Things has a gateway problem,student063@smartlearning.edu
2017-02-09T07:26:47.884100+00:00,Remember the internet when considering the things,student063@smartlearning.edu
2017-02-09T07:26:56.939200+00:00,IoT landscape,student063@smartlearning.edu
2017-02-09T07:27:01.757000+00:00,Context+and+Semantic,student033@smartlearning.edu
2017-02-09T07:27:03.632100+00:00,IoT tectonics,student063@smartlearning.edu
2017-02-09T07:27:07.636700+00:00,The internet of things challenge,student063@smartlearning.edu
2017-02-09T07:27:16.381800+00:00,Problem statement,student063@smartlearning.edu
2017-02-09T07:27:24.536300+00:00,Web+of+Things,student063@smartlearning.edu
2017-02-09T07:27:29.313300+00:00,Web of Things,student063@smartlearning.edu
2017-02-09T07:27:31.017500+00:00,The web as the solution,student063@smartlearning.edu
2017-02-09T07:28:04.454900+00:00,What is Context?,student033@smartlearning.edu
2017-02-09T07:28:06.991100+00:00,Context-aware Recommendations,student033@smartlearning.edu
2017-02-09T07:28:26.914700+00:00,Social Context in Ontology-based Recommendation Engines,student033@smartlearning.edu
2017-02-09T07:28:36.788700+00:00,Social Network Analysis,student033@smartlearning.edu
2017-02-09T07:28:41.922200+00:00,Community Detection,student033@smartlearning.edu
2017-02-09T07:28:46.552200+00:00,Centrality,student033@smartlearning.edu
2017-02-09T07:28:48.340800+00:00,Community Detection,student033@smartlearning.edu
2017-02-09T07:28:49.133100+00:00,Centrality,student033@smartlearning.edu
2017-02-09T07:28:49.806600+00:00,Betweenness / Closeness,student033@smartlearning.edu
2017-02-09T07:28:50.629800+00:00,Outlier Detection,student033@smartlearning.edu
2017-02-09T07:28:52.624500+00:00,Betweenness / Closeness,student033@smartlearning.edu
2017-02-09T07:28:58.116600+00:00,Outlier Detection,student033@smartlearning.edu
2017-02-09T07:28:59.708900+00:00,More Information,student033@smartlearning.edu
2017-02-09T07:29:01.192900+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:29:28.391900+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:29:31.170800+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:29:41.227600+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:30:22.058000+00:00,The Web of Things,student063@smartlearning.edu
2017-02-09T07:30:43.992100+00:00,The Web of Things in a nutshell,student063@smartlearning.edu
2017-02-09T07:30:51.633900+00:00,Multiscreen,student054@smartlearning.edu
2017-02-09T07:30:58.039800+00:00,Web+and+Media,student054@smartlearning.edu
2017-02-09T07:31:07.611200+00:00,Web & Media,student054@smartlearning.edu
2017-02-09T07:31:12.586700+00:00,The Web of Things: Don't reinvent the wheel,student063@smartlearning.edu
2017-02-09T07:31:21.505500+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:31:24.442000+00:00,RESTful resources,student063@smartlearning.edu
2017-02-09T07:31:31.485200+00:00,RESTful resources,student063@smartlearning.edu
2017-02-09T07:31:38.312600+00:00,RESTful resources,student063@smartlearning.edu
2017-02-09T07:31:43.314200+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:31:46.633500+00:00,RESTful resources,student063@smartlearning.edu
2017-02-09T07:31:49.870600+00:00,Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:31:52.076600+00:00,Semantic Graph (extract),student033@smartlearning.edu
2017-02-09T07:31:54.682000+00:00,Semantic Graph - Automatic keyword extraction,student033@smartlearning.edu
2017-02-09T07:32:00.165600+00:00,RESTful API for web-enabled devices,student063@smartlearning.edu
2017-02-09T07:32:07.831400+00:00,Semantic Graph - Automatic keyword extraction,student033@smartlearning.edu
2017-02-09T07:32:08.914700+00:00,Internet Delivered Media,student054@smartlearning.edu
2017-02-09T07:32:10.441200+00:00,HTML5 Next Gen TV Technology,student054@smartlearning.edu
2017-02-09T07:32:15.867700+00:00,From pages to things,student063@smartlearning.edu
2017-02-09T07:32:23.340300+00:00,Semantic Graph - Automatic keyword extraction,student033@smartlearning.edu
2017-02-09T07:32:24.941100+00:00,Semantic Graph - Automatic keyword extraction,student033@smartlearning.edu
2017-02-09T07:32:26.353200+00:00,Semantic Graph - Automatic keyword extraction,student033@smartlearning.edu
2017-02-09T07:32:32.703900+00:00,Semantic Analysis: Sentiment Detection,student033@smartlearning.edu
2017-02-09T07:32:33.585100+00:00,Web of Things application architecture,student063@smartlearning.edu
2017-02-09T07:32:34.492600+00:00,Semantic Analysis - Part of Speech Tagger,student033@smartlearning.edu
2017-02-09T07:32:39.835600+00:00,Web of Things servers at many scales,student063@smartlearning.edu
2017-02-09T07:32:46.163000+00:00,Semantic Analysis - Normal Form,student033@smartlearning.edu
2017-02-09T07:32:46.775100+00:00,Web of Things application architecture,student063@smartlearning.edu
2017-02-09T07:32:51.312600+00:00,Semantic Analysis - Part of Speech Tagger,student033@smartlearning.edu
2017-02-09T07:32:58.059800+00:00,Device accessibility layer,student063@smartlearning.edu
2017-02-09T07:33:00.335200+00:00,Semantic Analysis - Normal Form,student033@smartlearning.edu
2017-02-09T07:33:05.104100+00:00,Semantic Graph (extract),student033@smartlearning.edu
2017-02-09T07:33:06.425800+00:00,Semantic Graph - Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:33:08.428800+00:00,Semantic Graph - Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:33:11.003800+00:00,Findability layer,student063@smartlearning.edu
2017-02-09T07:33:11.533000+00:00,Semantic Graph - Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:33:19.714600+00:00,Semantic Graph - Semantic Analysis,student033@smartlearning.edu
2017-02-09T07:33:23.167200+00:00,Semantic Graph - Sentiment,student033@smartlearning.edu
2017-02-09T07:33:27.708700+00:00,Semantic Graph - Sentiment (statistical),student033@smartlearning.edu
2017-02-09T07:33:30.419400+00:00,Map,student063@smartlearning.edu
2017-02-09T07:33:33.038100+00:00,Wolfram,student063@smartlearning.edu
2017-02-09T07:33:34.808000+00:00,Semantic Graph - Sentiment (grammar),student033@smartlearning.edu
2017-02-09T07:33:35.659600+00:00,Sharing layer,student063@smartlearning.edu
2017-02-09T07:33:37.388200+00:00,Semantic Graph - Sentiment (context),student033@smartlearning.edu
2017-02-09T07:33:39.723000+00:00,Personal EPG,student033@smartlearning.edu
2017-02-09T07:33:44.690400+00:00,Trend Detection / Prediction,student033@smartlearning.edu
2017-02-09T07:33:46.773000+00:00,Composition layer,student063@smartlearning.edu
2017-02-09T07:33:52.661900+00:00,Trend Detection / Prediction,student033@smartlearning.edu
2017-02-09T07:33:57.734500+00:00,From Web 2.0 mashups to physical mashups,student063@smartlearning.edu
2017-02-09T07:34:02.220800+00:00,From Web 2.0 mashups to physical mashups,student063@smartlearning.edu
2017-02-09T07:34:02.324600+00:00,Trend Detection / Prediction,student033@smartlearning.edu
2017-02-09T07:34:06.123200+00:00,Glue.things,student063@smartlearning.edu
2017-02-09T07:34:10.213500+00:00,Übungsaufgaben zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:12.061500+00:00,Web of Things Community,student063@smartlearning.edu
2017-02-09T07:34:14.819100+00:00,Übungsaufgaben zu Web of Things,student063@smartlearning.edu
2017-02-09T07:34:20.362200+00:00,Übungsaufgabe zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:21.197000+00:00,Übungsaufgabe zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:22.448000+00:00,Übungsaufgabe zu Web of Things,student063@smartlearning.edu
2017-02-09T07:34:24.355700+00:00,Übungsaufgabe zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:24.963500+00:00,Übungsaufgabe zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:30.809500+00:00,Übungsaufgabe zu Web of Things,student063@smartlearning.edu
2017-02-09T07:34:35.696300+00:00,Übungsaufgabe zu Web of Things,student063@smartlearning.edu
2017-02-09T07:34:38.251500+00:00,Übungsaufgabe zu Context and Semantic,student033@smartlearning.edu
2017-02-09T07:34:47.214100+00:00,Technical+Issues+in+Recommendation+Engines,student033@smartlearning.edu
2017-02-09T07:34:48.678500+00:00,Technical Issues in Recommendation Engines,student033@smartlearning.edu
2017-02-09T07:34:56.074400+00:00,Web+App+-+Basics,student026@smartlearning.edu
2017-02-09T07:34:52.019200+00:00,Accuracy of Algorithms,student033@smartlearning.edu
2017-02-09T07:34:56.518200+00:00,Standards+and+Initiatives,student063@smartlearning.edu
2017-02-09T07:34:59.221900+00:00,Standards & Initiatives,student063@smartlearning.edu
2017-02-09T07:35:01.018700+00:00,W3C Web of Things interest group,student063@smartlearning.edu
2017-02-09T07:35:01.384300+00:00,Übungsaufgaben zu Web App Basics,student026@smartlearning.edu
2017-02-09T07:35:01.292100+00:00,The Allseen Alliance - Alljoyn,student063@smartlearning.edu
2017-02-09T07:35:06.281100+00:00,Übungsaufgaben zu Standards and Initiatives,student063@smartlearning.edu
2017-02-09T07:35:14.581800+00:00,Übungsaufgabe zu Standards & Initatives,student063@smartlearning.edu
2017-02-09T07:35:18.248100+00:00,Standards & Initiatives,student063@smartlearning.edu
2017-02-09T07:35:19.523300+00:00,W3C Web of Things interest group,student063@smartlearning.edu
2017-02-09T07:35:23.574100+00:00,The Allseen Alliance - Alljoyn,student063@smartlearning.edu
2017-02-09T07:35:23.782200+00:00,Netflix Prize,student033@smartlearning.edu
2017-02-09T07:35:27.666700+00:00,The Open Interconnect Consortium,student063@smartlearning.edu
2017-02-09T07:35:30.398600+00:00,Open Connectivity Foundation and Allseen Alliance Have Merged,student063@smartlearning.edu
2017-02-09T07:35:33.137400+00:00,The Thread Group,student063@smartlearning.edu
2017-02-09T07:35:44.829600+00:00,Web as a platform,student026@smartlearning.edu
2017-02-09T07:35:45.933700+00:00,APPLE HomeKIT & HealthKIT,student063@smartlearning.edu
2017-02-09T07:36:05.491400+00:00,Web of Things,student063@smartlearning.edu
2017-02-09T07:36:05.644000+00:00,Recommendation Systems in Distribution,student033@smartlearning.edu
2017-02-09T07:36:11.417500+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:36:13.762800+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:36:20.410400+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:36:24.017700+00:00,Web Basics: Download PDF,student026@smartlearning.edu
2017-02-09T07:36:31.983900+00:00,Delivering Media: Tech to understand,student054@smartlearning.edu
2017-02-09T07:36:33.160500+00:00,Limiting Behavior / Performance / Complexity / Scalability,student033@smartlearning.edu
2017-02-09T07:36:44.706400+00:00,IoT+Protocols,student063@smartlearning.edu
2017-02-09T07:36:46.096800+00:00,IoT Protocols,student063@smartlearning.edu
2017-02-09T07:36:47.529700+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:37:05.738200+00:00,Streaming Media Stack,student054@smartlearning.edu
2017-02-09T07:37:10.219400+00:00,Cold Start Problem - New Item / New User Problem,student033@smartlearning.edu
2017-02-09T07:37:17.956500+00:00,Sparsity Problem,student033@smartlearning.edu
2017-02-09T07:37:29.357300+00:00,MSE/EME,student054@smartlearning.edu
2017-02-09T07:37:27.264000+00:00,White and Black Sheeps,student033@smartlearning.edu
2017-02-09T07:37:31.941400+00:00,MSE/EME 2,student054@smartlearning.edu
2017-02-09T07:37:34.293100+00:00,Overview of HTTP streaming,student054@smartlearning.edu
2017-02-09T07:37:36.189400+00:00,MSE/EME 2,student054@smartlearning.edu
2017-02-09T07:37:38.115200+00:00,Portfolio Effect,student033@smartlearning.edu
2017-02-09T07:37:39.481400+00:00,MSE/EME,student054@smartlearning.edu
2017-02-09T07:37:41.218500+00:00,MSE/EME 2,student054@smartlearning.edu
2017-02-09T07:37:41.706500+00:00,Overview of HTTP streaming,student054@smartlearning.edu
2017-02-09T07:37:47.845600+00:00,MPEG-DASH file format,student054@smartlearning.edu
2017-02-09T07:37:47.787100+00:00,Lonely Beach Paradoxon,student033@smartlearning.edu
2017-02-09T07:37:59.430100+00:00,Usability,student033@smartlearning.edu
2017-02-09T07:37:53.499600+00:00,No Explanations Problem,student033@smartlearning.edu
2017-02-09T07:37:59.829500+00:00,MPEG-DASH - Scope,student054@smartlearning.edu
2017-02-09T07:38:07.475500+00:00,Übungsaufgaben zu Technical Issues in Recommendation Engines,student033@smartlearning.edu
2017-02-09T07:38:07.647000+00:00,MPEG-DASH - MPD Example,student054@smartlearning.edu
2017-02-09T07:38:12.517300+00:00,TV+Apps,student081@smartlearning.edu
2017-02-09T07:38:14.796400+00:00,Common Encryption (CENC),student054@smartlearning.edu
2017-02-09T07:38:15.914700+00:00,Questions for Examination,student081@smartlearning.edu
2017-02-09T07:38:34.403600+00:00,Common Encryption (CENC) 2,student054@smartlearning.edu
2017-02-09T07:38:38.953000+00:00,Übungsaufgabe zu Mean Absolute Error,student033@smartlearning.edu
2017-02-09T07:38:47.494800+00:00,Protection System Header Box,student054@smartlearning.edu
2017-02-09T07:38:47.535800+00:00,Legal+and+Ethical+Issues,student033@smartlearning.edu
2017-02-09T07:38:48.960900+00:00,Legal and Ethical Issues,student033@smartlearning.edu
2017-02-09T07:38:50.676900+00:00,Legislation,student033@smartlearning.edu
2017-02-09T07:38:50.866500+00:00,Common Encryption (CENC) 2,student054@smartlearning.edu
2017-02-09T07:38:51.474200+00:00,Protection System Header Box,student054@smartlearning.edu
2017-02-09T07:38:54.530300+00:00,Timed Text,student054@smartlearning.edu
2017-02-09T07:39:14.892400+00:00,WebVTT Support,student054@smartlearning.edu
2017-02-09T07:39:24.092900+00:00,MPEG-DASH Live Low-Latency,student054@smartlearning.edu
2017-02-09T07:39:24.942100+00:00,WebVTT Support,student054@smartlearning.edu
2017-02-09T07:39:26.391000+00:00,MPEG-DASH Live Low-Latency,student054@smartlearning.edu
2017-02-09T07:41:05.791000+00:00,MPEG-DASH Live Low-Latency 2,student054@smartlearning.edu
2017-02-09T07:41:32.957400+00:00,Legislation 2,student033@smartlearning.edu
2017-02-09T07:41:34.213000+00:00,Questions for Examination,student054@smartlearning.edu
2017-02-09T07:41:40.248500+00:00,Web+Basics,student054@smartlearning.edu
2017-02-09T07:41:43.745500+00:00,Web Basics,student054@smartlearning.edu
2017-02-09T07:41:45.570300+00:00,DNS - The Domain Name System,student054@smartlearning.edu
2017-02-09T07:41:47.330400+00:00,DNS - The Domain Name System 2,student054@smartlearning.edu
2017-02-09T07:41:48.428800+00:00,Web Application Development Fundamentals,student054@smartlearning.edu
2017-02-09T07:41:50.656700+00:00,HTML5 Application Cache,student054@smartlearning.edu
2017-02-09T07:41:53.901600+00:00,HTML5 Application Cache 2,student054@smartlearning.edu
2017-02-09T07:41:58.192300+00:00,Dynamic Web: AJAX,student054@smartlearning.edu
2017-02-09T07:41:59.028200+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:42:00.557800+00:00,HTML5 Application Cache 2,student054@smartlearning.edu
2017-02-09T07:42:01.883400+00:00,Dynamic Web: AJAX,student054@smartlearning.edu
2017-02-09T07:42:08.982800+00:00,Dynamic Web: SSE and Web Sockets,student054@smartlearning.edu
2017-02-09T07:42:12.509400+00:00,Facebook,student033@smartlearning.edu
2017-02-09T07:42:22.965900+00:00,Ethical Issues,student033@smartlearning.edu
2017-02-09T07:42:30.349000+00:00,Dynamic Web: Server send Events,student054@smartlearning.edu
2017-02-09T07:42:55.228200+00:00,Ethic: 7 Golden Rules,student033@smartlearning.edu
2017-02-09T07:43:27.924800+00:00,Libraries+and+Frameworks,student033@smartlearning.edu
2017-02-09T07:43:29.213700+00:00,Libraries and Frameworks,student033@smartlearning.edu
2017-02-09T07:43:30.789800+00:00,Recommendations State of the Art,student033@smartlearning.edu
2017-02-09T07:43:38.319500+00:00,Recommendations State of the Art 2,student033@smartlearning.edu
2017-02-09T07:43:40.375700+00:00,Recommendations State of the Art - Toolkits and Frameworks,student033@smartlearning.edu
2017-02-09T07:43:42.999600+00:00,"Recommendations State of the Art - Recommendation, Data Mining and Machine Learning Libraries",student033@smartlearning.edu
2017-02-09T07:43:46.301500+00:00,Science Slam,student033@smartlearning.edu
2017-02-09T07:43:44.761600+00:00,"Recommendations State of the Art - Recommendation, Data Mining and Machine Learning Libraries 2",student033@smartlearning.edu
2017-02-09T07:43:50.746800+00:00,Recommender Slides,student033@smartlearning.edu
2017-02-09T07:44:04.445700+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:44:11.833900+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:45:00.198000+00:00,Web+Basics,student054@smartlearning.edu
2017-02-09T07:45:05.271600+00:00,Dynamic Web: WebRTC,student054@smartlearning.edu
2017-02-09T07:45:09.744500+00:00,Dynamic Web: WebRTC 2,student054@smartlearning.edu
2017-02-09T07:45:13.211500+00:00,Dynamic Web: WebRTC,student054@smartlearning.edu
2017-02-09T07:45:13.714900+00:00,Dynamic Web: WebRTC 2,student054@smartlearning.edu
2017-02-09T07:45:26.822800+00:00,Questions for Examination,student054@smartlearning.edu
2017-02-09T07:45:34.415600+00:00,From+Internet+of+Things+to+Web+of+Things,student033@smartlearning.edu
2017-02-09T07:45:36.128200+00:00,From the Internet of Things to the Web of Things,student033@smartlearning.edu
2017-02-09T07:45:37.593500+00:00,Multiscreen,student054@smartlearning.edu
2017-02-09T07:45:38.243800+00:00,A brief history of IoT,student033@smartlearning.edu
2017-02-09T07:45:42.246500+00:00,Multiscreen,student054@smartlearning.edu
2017-02-09T07:45:44.729500+00:00,ARD.connect,student054@smartlearning.edu
2017-02-09T07:45:45.648200+00:00,From the Internet of Things to the Web of Things,student033@smartlearning.edu
2017-02-09T07:45:46.641800+00:00,A brief history of IoT,student033@smartlearning.edu
2017-02-09T07:45:47.723700+00:00,Gartner Hype Cycle,student033@smartlearning.edu
2017-02-09T07:45:55.520100+00:00,Gartner Hype Cycle,student033@smartlearning.edu
2017-02-09T07:45:57.994300+00:00,21 ideas for the 21st century: an internet of things,student033@smartlearning.edu
2017-02-09T07:46:04.007600+00:00,New sensors for your body,student033@smartlearning.edu
2017-02-09T07:46:08.932800+00:00,HbbTV ARD.Connect,student054@smartlearning.edu
2017-02-09T07:46:10.318800+00:00,Apple TV,student054@smartlearning.edu
2017-02-09T07:46:10.634600+00:00,Smart Home: Remotely monitor and manage your home,student033@smartlearning.edu
2017-02-09T07:46:14.626500+00:00,How to pair Screens?,student054@smartlearning.edu
2017-02-09T07:46:23.257600+00:00,New smart cita and environment applications,student033@smartlearning.edu
2017-02-09T07:46:31.615200+00:00,Optimize operations and save in resources and costs,student033@smartlearning.edu
2017-02-09T07:46:43.008800+00:00,Simple Service Discovery Protocol SSDP,student054@smartlearning.edu
2017-02-09T07:46:50.297800+00:00,Companies are jumping on board,student033@smartlearning.edu
2017-02-09T07:47:02.631600+00:00,"Many new investments, press coverage, product lines",student033@smartlearning.edu
2017-02-09T07:47:12.806600+00:00,Universal Plug and Play Protocol UPNP,student054@smartlearning.edu
2017-02-09T07:47:19.799600+00:00,Airplay,student054@smartlearning.edu
2017-02-09T07:47:23.932700+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:47:31.657300+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:47:32.978500+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:47:52.156500+00:00,But there went something wrong,student033@smartlearning.edu
2017-02-09T07:47:58.886300+00:00,Discovery and Launch Protocol DIAL,student054@smartlearning.edu
2017-02-09T07:48:18.449100+00:00,The problem with the IoT,student033@smartlearning.edu
2017-02-09T07:49:10.867800+00:00,The Internet of Things today,student033@smartlearning.edu
2017-02-09T07:49:23.015900+00:00,Physical Web,student054@smartlearning.edu
2017-02-09T07:49:24.212400+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:49:29.877500+00:00,Physical Web 2,student054@smartlearning.edu
2017-02-09T07:49:32.967400+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:49:48.486100+00:00,W3C Second Screen Presentation API,student054@smartlearning.edu
2017-02-09T07:50:00.355400+00:00,WebRTC,student054@smartlearning.edu
2017-02-09T07:50:01.364600+00:00,The Internet of Things has a gateway problem,student033@smartlearning.edu
2017-02-09T07:50:01.933500+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:50:06.311500+00:00,Accessibility,student063@smartlearning.edu
2017-02-09T07:50:16.589700+00:00,Übungsaufgaben zu Internet of Things Protocols,student063@smartlearning.edu
2017-02-09T07:50:21.690900+00:00,Übungsaufgabe zu Internet of Things Protocols,student063@smartlearning.edu
2017-02-09T07:50:22.880700+00:00,Remember the internet when considering the things,student033@smartlearning.edu
